val_sharpe,val_loss,train_loss,epoch,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
-1.1790150206096963,-0.71526212264025,-0.71526212264025,0,1764853361,,False,1,136bddb5,2025-12-04_08-02-41,424.7295799255371,424.7295799255371,12818,Rayyans-MacBook-Pro.local,127.0.0.1,424.7295799255371,1
-1.1790150206096963,-0.8511204067253183,-0.8511204067253183,1,1764853755,,False,2,136bddb5,2025-12-04_08-09-15,394.00833678245544,818.7379167079926,12818,Rayyans-MacBook-Pro.local,127.0.0.1,818.7379167079926,2
-1.1790150206096963,-0.8538040227748753,-0.8538040227748753,2,1764854147,,False,3,136bddb5,2025-12-04_08-15-47,392.69827914237976,1211.4361958503723,12818,Rayyans-MacBook-Pro.local,127.0.0.1,1211.4361958503723,3
-1.1790150206096963,-0.9791373095775348,-0.9791373095775348,3,1764854545,,False,4,136bddb5,2025-12-04_08-22-25,397.1732020378113,1608.6093978881836,12818,Rayyans-MacBook-Pro.local,127.0.0.1,1608.6093978881836,4
0.46779796542296087,-0.6185998106097187,-0.6185998106097187,4,1764854942,,False,5,136bddb5,2025-12-04_08-29-02,397.11437487602234,2005.723772764206,12818,Rayyans-MacBook-Pro.local,127.0.0.1,2005.723772764206,5
-0.16998624911011945,-1.0139942371126276,-1.0139942371126276,5,1764855337,,False,6,136bddb5,2025-12-04_08-35-37,395.01891684532166,2400.7426896095276,12818,Rayyans-MacBook-Pro.local,127.0.0.1,2400.7426896095276,6
-0.06538269447915804,-1.0926303393006072,-1.0926303393006072,6,1764855731,,False,7,136bddb5,2025-12-04_08-42-11,394.5402262210846,2795.282915830612,12818,Rayyans-MacBook-Pro.local,127.0.0.1,2795.282915830612,7
-0.1369631276698078,-0.793325188328981,-0.793325188328981,7,1764856115,,False,8,136bddb5,2025-12-04_08-48-35,383.29172134399414,3178.5746371746063,12818,Rayyans-MacBook-Pro.local,127.0.0.1,3178.5746371746063,8
-0.2928073634079744,-0.7775533563686663,-0.7775533563686663,8,1764856505,,False,9,136bddb5,2025-12-04_08-55-05,390.12688183784485,3568.701519012451,12818,Rayyans-MacBook-Pro.local,127.0.0.1,3568.701519012451,9
-0.15341204276473933,-0.9523601906386565,-0.9523601906386565,9,1764856885,,False,10,136bddb5,2025-12-04_09-01-25,380.1265058517456,3948.828024864197,12818,Rayyans-MacBook-Pro.local,127.0.0.1,3948.828024864197,10
-0.36661463830803853,-1.3013288554582978,-1.3013288554582978,10,1764857272,,False,11,136bddb5,2025-12-04_09-07-52,387.3207938671112,4336.148818731308,12818,Rayyans-MacBook-Pro.local,127.0.0.1,4336.148818731308,11
-0.5688221683946731,-0.781699159049288,-0.781699159049288,11,1764857660,,False,12,136bddb5,2025-12-04_09-14-20,387.8762171268463,4724.025035858154,12818,Rayyans-MacBook-Pro.local,127.0.0.1,4724.025035858154,12
-0.2785109246542092,-0.5831842470399069,-0.5831842470399069,12,1764858032,,False,13,136bddb5,2025-12-04_09-20-32,371.819237947464,5095.844273805618,12818,Rayyans-MacBook-Pro.local,127.0.0.1,5095.844273805618,13
-0.44121728042642827,-0.8908672899431737,-0.8908672899431737,13,1764858404,,False,14,136bddb5,2025-12-04_09-26-44,371.79716396331787,5467.641437768936,12818,Rayyans-MacBook-Pro.local,127.0.0.1,5467.641437768936,14
-0.524360912742317,-1.0839101677812275,-1.0839101677812275,14,1764858788,,True,15,136bddb5,2025-12-04_09-33-08,383.8212127685547,5851.462650537491,12818,Rayyans-MacBook-Pro.local,127.0.0.1,5851.462650537491,15
