val_sharpe,val_loss,train_loss,epoch,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
-0.09184786599462452,-1.0687722948079095,-1.0687722948079095,0,1765025426,,False,1,5cc9f2cc,2025-12-06_07-50-26,968.8596768379211,968.8596768379211,17126,Rayyans-MacBook-Pro.local,127.0.0.1,968.8596768379211,1
0.0010156553972399422,-0.9059456010795619,-0.9059456010795619,1,1765026272,,False,2,5cc9f2cc,2025-12-06_08-04-32,845.2053718566895,1814.0650486946106,17126,Rayyans-MacBook-Pro.local,127.0.0.1,1814.0650486946106,2
-0.553737424144914,-1.2173073635262541,-1.2173073635262541,2,1765027095,,False,3,5cc9f2cc,2025-12-06_08-18-15,823.8836550712585,2637.948703765869,17126,Rayyans-MacBook-Pro.local,127.0.0.1,2637.948703765869,3
-0.6642710872644818,-1.1805747672004183,-1.1805747672004183,3,1765027893,,False,4,5cc9f2cc,2025-12-06_08-31-33,797.3037950992584,3435.2524988651276,17126,Rayyans-MacBook-Pro.local,127.0.0.1,3435.2524988651276,4
-0.046979683119643,-1.1270417199370317,-1.1270417199370317,4,1765028686,,False,5,5cc9f2cc,2025-12-06_08-44-46,793.5826652050018,4228.835164070129,17126,Rayyans-MacBook-Pro.local,127.0.0.1,4228.835164070129,5
-0.046979683119643,-1.151906330987037,-1.151906330987037,5,1765029473,,False,6,5cc9f2cc,2025-12-06_08-57-53,786.5402340888977,5015.375398159027,17126,Rayyans-MacBook-Pro.local,127.0.0.1,5015.375398159027,6
-0.40789326624035044,-1.1338447800465656,-1.1338447800465656,6,1765030276,,False,7,5cc9f2cc,2025-12-06_09-11-16,802.7749400138855,5818.150338172913,17126,Rayyans-MacBook-Pro.local,127.0.0.1,5818.150338172913,7
-0.046979683119643,-1.2450369054028754,-1.2450369054028754,7,1765031095,,False,8,5cc9f2cc,2025-12-06_09-24-55,819.757532119751,6637.907870292664,17126,Rayyans-MacBook-Pro.local,127.0.0.1,6637.907870292664,8
-0.046979683119643,-1.2726297329855354,-1.2726297329855354,8,1765031905,,False,9,5cc9f2cc,2025-12-06_09-38-25,809.9578311443329,7447.8657014369965,17126,Rayyans-MacBook-Pro.local,127.0.0.1,7447.8657014369965,9
-0.046979683119643,-1.0355434564851707,-1.0355434564851707,9,1765032741,,False,10,5cc9f2cc,2025-12-06_09-52-21,835.6179361343384,8283.483637571335,17126,Rayyans-MacBook-Pro.local,127.0.0.1,8283.483637571335,10
-0.046979683119643,-1.2309408338789676,-1.2309408338789676,10,1765033606,,False,11,5cc9f2cc,2025-12-06_10-06-46,864.9986908435822,9148.482328414917,17126,Rayyans-MacBook-Pro.local,127.0.0.1,9148.482328414917,11
-0.046979683119643,-1.1523643339300662,-1.1523643339300662,11,1765034457,,False,12,5cc9f2cc,2025-12-06_10-20-57,850.8995621204376,9999.381890535355,17126,Rayyans-MacBook-Pro.local,127.0.0.1,9999.381890535355,12
-0.046979683119643,-1.1775912970237055,-1.1775912970237055,12,1765035260,,False,13,5cc9f2cc,2025-12-06_10-34-20,802.8696460723877,10802.251536607742,17126,Rayyans-MacBook-Pro.local,127.0.0.1,10802.251536607742,13
-0.046979683119643,-1.2588820600566872,-1.2588820600566872,13,1765036003,,False,14,5cc9f2cc,2025-12-06_10-46-43,742.7008130550385,11544.95234966278,17126,Rayyans-MacBook-Pro.local,127.0.0.1,11544.95234966278,14
-0.046979683119643,-1.2434948672895882,-1.2434948672895882,14,1765036747,,True,15,5cc9f2cc,2025-12-06_10-59-07,744.9286601543427,12289.881009817123,17126,Rayyans-MacBook-Pro.local,127.0.0.1,12289.881009817123,15
